#0,  #0,  TSC_start =  53157216982145, TSC_end =  53157217373783
#0, #0, TSC_delta: 391638 
#0, #0, TSC_cycles_to_nanoseconds: 15234.345369866 
#0,  #1,  TSC_start =  53157243240691, TSC_end =  53157243513641
#0, #1, TSC_delta: 272950 
#0, #1, TSC_cycles_to_nanoseconds: 11591.327215672 
#0,  #2,  TSC_start =  53157267102065, TSC_end =  53157267422507
#0, #2, TSC_delta: 320442 
#0, #2, TSC_cycles_to_nanoseconds: 13605.313358845 
#0,  #3,  TSC_start =  53157291056090, TSC_end =  53157291351945
#0, #3, TSC_delta: 295855 
#0, #3, TSC_cycles_to_nanoseconds: 12541.897645008 
#0,  #4,  TSC_start =  53157315013593, TSC_end =  53157315315527
#0, #4, TSC_delta: 301934 
#0, #4, TSC_cycles_to_nanoseconds: 12726.542994391 
#0,  #5,  TSC_start =  53157339105425, TSC_end =  53157339452447
#0, #5, TSC_delta: 347022 
#0, #5, TSC_cycles_to_nanoseconds: 14753.185083001 
#0,  #6,  TSC_start =  53157363043757, TSC_end =  53157363605109
#0, #6, TSC_delta: 561352 
#0, #6, TSC_cycles_to_nanoseconds: 24108.526679006 
#0,  #7,  TSC_start =  53157386955965, TSC_end =  53157388130841
#0, #7, TSC_delta: 1174876 
#0, #7, TSC_cycles_to_nanoseconds: 51678.660460350 
#0,  #8,  TSC_start =  53157410929751, TSC_end =  53157411319161
#0, #8, TSC_delta: 389410 
#0, #8, TSC_cycles_to_nanoseconds: 16578.197956140 
#1,  #0,  TSC_start =  53157434873540, TSC_end =  53157435202089
#1, #0, TSC_delta: 328549 
#1, #0, TSC_cycles_to_nanoseconds: 13918.276360154 
#1,  #1,  TSC_start =  53157458849018, TSC_end =  53157459165629
#1, #1, TSC_delta: 316611 
#1, #1, TSC_cycles_to_nanoseconds: 13450.668138513 
#1,  #2,  TSC_start =  53157482773766, TSC_end =  53157483072471
#1, #2, TSC_delta: 298705 
#1, #2, TSC_cycles_to_nanoseconds: 12671.290754889 
#1,  #3,  TSC_start =  53157506683889, TSC_end =  53157506974199
#1, #3, TSC_delta: 290310 
#1, #3, TSC_cycles_to_nanoseconds: 12284.781470025 
#1,  #4,  TSC_start =  53157530673443, TSC_end =  53157531000095
#1, #4, TSC_delta: 326652 
#1, #4, TSC_cycles_to_nanoseconds: 13876.043532406 
#1,  #5,  TSC_start =  53157554579543, TSC_end =  53157554890773
#1, #5, TSC_delta: 311230 
#1, #5, TSC_cycles_to_nanoseconds: 13190.007820005 
#1,  #6,  TSC_start =  53157578525517, TSC_end =  53157579023715
#1, #6, TSC_delta: 498198 
#1, #6, TSC_cycles_to_nanoseconds: 21270.574838098 
#1,  #7,  TSC_start =  53157602527847, TSC_end =  53157603845723
#1, #7, TSC_delta: 1317876 
#1, #7, TSC_cycles_to_nanoseconds: 58481.809602765 
#1,  #8,  TSC_start =  53157626432756, TSC_end =  53157627009728
#1, #8, TSC_delta: 576972 
#1, #8, TSC_cycles_to_nanoseconds: 24743.951997320 
#2,  #0,  TSC_start =  53157650371325, TSC_end =  53157650709809
#2, #0, TSC_delta: 338484 
#2, #0, TSC_cycles_to_nanoseconds: 14363.670358170 
#2,  #1,  TSC_start =  53157674343572, TSC_end =  53157674783107
#2, #1, TSC_delta: 439535 
#2, #1, TSC_cycles_to_nanoseconds: 18754.149478510 
#2,  #2,  TSC_start =  53157698284760, TSC_end =  53157698670471
#2, #2, TSC_delta: 385711 
#2, #2, TSC_cycles_to_nanoseconds: 16414.239851293 
#2,  #3,  TSC_start =  53157722239370, TSC_end =  53157722596523
#2, #3, TSC_delta: 357153 
#2, #3, TSC_cycles_to_nanoseconds: 15185.241166518 
#2,  #4,  TSC_start =  53157746158109, TSC_end =  53157746486177
#2, #4, TSC_delta: 328068 
#2, #4, TSC_cycles_to_nanoseconds: 13916.751383592 
#2,  #5,  TSC_start =  53157770101511, TSC_end =  53157770436955
#2, #5, TSC_delta: 335444 
#2, #5, TSC_cycles_to_nanoseconds: 14233.051990923 
#2,  #6,  TSC_start =  53157794069888, TSC_end =  53157794727863
#2, #6, TSC_delta: 657975 
#2, #6, TSC_cycles_to_nanoseconds: 28321.258606675 
#2,  #7,  TSC_start =  53157818025092, TSC_end =  53157819184905
#2, #7, TSC_delta: 1159813 
#2, #7, TSC_cycles_to_nanoseconds: 51060.852380891 
#2,  #8,  TSC_start =  53157841941818, TSC_end =  53157843549011
#2, #8, TSC_delta: 1607193 
#2, #8, TSC_cycles_to_nanoseconds: 72141.334431079 
#3,  #0,  TSC_start =  53157865876959, TSC_end =  53157866176615
#3, #0, TSC_delta: 299656 
#3, #0, TSC_cycles_to_nanoseconds: 12679.841533294 
#3,  #1,  TSC_start =  53157890559794, TSC_end =  53157890953748
#3, #1, TSC_delta: 393954 
#3, #1, TSC_cycles_to_nanoseconds: 17438.186252280 
#3,  #2,  TSC_start =  53157913825613, TSC_end =  53157914144297
#3, #2, TSC_delta: 318684 
#3, #2, TSC_cycles_to_nanoseconds: 13534.112006409 
#3,  #3,  TSC_start =  53157937755122, TSC_end =  53157938084941
#3, #3, TSC_delta: 329819 
#3, #3, TSC_cycles_to_nanoseconds: 14003.682442122 
#3,  #4,  TSC_start =  53157961677956, TSC_end =  53157962052641
#3, #4, TSC_delta: 374685 
#3, #4, TSC_cycles_to_nanoseconds: 15921.482828289 
#3,  #5,  TSC_start =  53157985652150, TSC_end =  53157985991669
#3, #5, TSC_delta: 339519 
#3, #5, TSC_cycles_to_nanoseconds: 14423.776666669 
#3,  #6,  TSC_start =  53158009597382, TSC_end =  53158010126947
#3, #6, TSC_delta: 529565 
#3, #6, TSC_cycles_to_nanoseconds: 22694.609279795 
#3,  #7,  TSC_start =  53158033524077, TSC_end =  53158034680311
#3, #7, TSC_delta: 1156234 
#3, #7, TSC_cycles_to_nanoseconds: 50859.778584801 
#3,  #8,  TSC_start =  53158057478390, TSC_end =  53158057813365
#3, #8, TSC_delta: 334975 
#3, #8, TSC_cycles_to_nanoseconds: 14216.928320113 
#4,  #0,  TSC_start =  53158081451000, TSC_end =  53158081750991
#4, #0, TSC_delta: 299991 
#4, #0, TSC_cycles_to_nanoseconds: 12734.233622552 
#4,  #1,  TSC_start =  53158105350860, TSC_end =  53158105717979
#4, #1, TSC_delta: 367119 
#4, #1, TSC_cycles_to_nanoseconds: 15600.578878581 
#4,  #2,  TSC_start =  53158129314362, TSC_end =  53158129633819
#4, #2, TSC_delta: 319457 
#4, #2, TSC_cycles_to_nanoseconds: 13556.826876600 
#4,  #3,  TSC_start =  53158153263689, TSC_end =  53158153580633
#4, #3, TSC_delta: 316944 
#4, #3, TSC_cycles_to_nanoseconds: 13441.784583680 
#4,  #4,  TSC_start =  53158177227773, TSC_end =  53158178262647
#4, #4, TSC_delta: 1034874 
#4, #4, TSC_cycles_to_nanoseconds: 45335.603163978 
#4,  #5,  TSC_start =  53158201153919, TSC_end =  53158201848883
#4, #5, TSC_delta: 694964 
#4, #5, TSC_cycles_to_nanoseconds: 29972.873791017 
#4,  #6,  TSC_start =  53158225077194, TSC_end =  53158225601381
#4, #6, TSC_delta: 524187 
#4, #6, TSC_cycles_to_nanoseconds: 22447.828060961 
#4,  #7,  TSC_start =  53158249018454, TSC_end =  53158250531231
#4, #7, TSC_delta: 1512777 
#4, #7, TSC_cycles_to_nanoseconds: 67545.883833334 
#4,  #8,  TSC_start =  53158272969416, TSC_end =  53158273326145
#4, #8, TSC_delta: 356729 
#4, #8, TSC_cycles_to_nanoseconds: 15141.834817073 
#5,  #0,  TSC_start =  53158296953957, TSC_end =  53158297319371
#5, #0, TSC_delta: 365414 
